node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:2269_3,Segment,Segment 3,,,,,,,,,2269,3,"Requires the mayor's office to report agency information annually by March 31, complying with applicable laws.",false,false,
segment:2270_1,Segment,Segment 1,,,,,,,,,2270,1,"Establishes a special commission to study automation and AI's impact on workforce, businesses, and economy.",false,false,
segment:2270_2,Segment,Segment 2,,,,,,,,,2270,2,"Directs the commission to study the future of work, including technology's impact on industries and employment.",false,false,
segment:2270_3,Segment,Segment 3,,,,,,,,,2270,3,Requires the commission to collaborate on developing an inventory and researching trends affecting industry transformations.,false,false,
segment:2270_4,Segment,Segment 4,,,,,,,,,2270,4,"Requires the task force to hold four meetings, including two public hearings, by December 31, 2021.",false,false,
segment:2270_5,Segment,Segment 5,,,,,,,,,2270,5,Requires the commission to file a report with legislative and policy recommendations for future workforce development.,false,false,
segment:2273_1,Segment,Segment 1,,,,,,,,,2273,1,Prohibits discrimination by covered entities using patient care decision support tools in health programs.,false,false,
segment:2276_1,Segment,Segment 1,,,,,,,,,2276,1,Amends Federal Act to qualify AI as drug prescriber if FDA-approved and state-authorized.,false,false,
segment:2276_2,Segment,Segment 2,,,,,,,,,2276,2,"Amends law to authorize AI/ML technologies, licensed by states, to prescribe drugs if federally approved.",false,false,
segment:2297_1,Segment,Segment 1,,,,,,,,,2297,1,"Titles the Act as the ""Promoting Resilient Supply Chains Act of 2025"".",false,false,
segment:2297_2,Segment,Segment 2,,,,,,,,,2297,2,Promotes supply chain resilience; leads working group; encourages manufacturing; assesses technology resilience; supports critical goods availability.,false,false,
segment:2297_3,Segment,Segment 3,,,,,,,,,2297,3,"Establishes a supply chain resilience group to assess, map, and model critical supply chain vulnerabilities.",false,false,
segment:2297_4,Segment,Segment 4,,,,,,,,,2297,4,"Evaluates domestic manufacturing capabilities, market stability effects, workforce state, and supply chain risk assessment tools.",false,false,
segment:2297_5,Segment,Segment 5,,,,,,,,,2297,5,"Identifies and addresses gaps, consultations, capacity-building, and contingency plans for critical supply chains and industries.",false,false,
segment:2297_6,Segment,Segment 6,,,,,,,,,2297,6,Includes representatives from various federal agencies in the Working Group for industry and analysis guidance.,false,false,
segment:2297_7,Segment,Segment 7,,,,,,,,,2297,7,"Designates critical industries, supply chains, goods, allows public comment, updates designations every four years.",false,false,
segment:2297_8,Segment,Segment 8,,,,,,,,,2297,8,"Requires the Assistant Secretary to report on supply chain activities, data analysis, tools, and agency responsibilities.",false,false,
segment:2297_9,Segment,Segment 9,,,,,,,,,2297,9,"Requires the Assistant Secretary to submit annual reports on critical infrastructure, technologies, and supply chain resiliency.",false,false,
segment:2297_10,Segment,Segment 10,,,,,,,,,2297,10,"Assesses demand, production, and capacities; identifies threats; lists origins; evaluates resilience, innovation, and flexible capacity.",false,false,
segment:2297_11,Segment,Segment 11,,,,,,,,,2297,11,"Develops a strategy to enhance critical supply chains' resilience, mitigate risks, and stimulate manufacturing capacity.",false,false,
segment:2297_12,Segment,Segment 12,,,,,,,,,2297,12,"Prohibits inclusion of non-aggregated supply chain, confidential business, or classified information in reports.",false,false,
segment:2297_13,Segment,Segment 13,,,,,,,,,2297,13,Requires the Assistant Secretary to secure agency agreements for information and assistance within one year.,false,false,
segment:2297_14,Segment,Segment 14,,,,,,,,,2297,14,"Exempts voluntarily shared supply chain information from disclosure under Freedom of Information Act, without consent.",false,false,
segment:2297_15,Segment,Segment 15,,,,,,,,,2297,15,Defines express statement as a written marking or statement for protection under the Promoting Resilient Supply Chains Act.,false,false,
segment:2297_16,Segment,Segment 16,,,,,,,,,2297,16,Exempts critical supply chain information from certain regulatory requirements when communicated to the Department of Commerce.,false,false,
segment:2297_17,Segment,Segment 17,,,,,,,,,2297,17,Requires the Secretary to assess Commerce Department offices for supply chain resilience and manufacturing innovation improvements.,false,false,
segment:2297_18,Segment,Segment 18,,,,,,,,,2297,18,Prohibits additional appropriations; terminates all provisions 10 years post-enactment.,false,false,
segment:2297_19,Segment,Segment 19,,,,,,,,,2297,19,"Defines ""agency,"" ""ally or key international partner nation,"" ""Assistant Secretary,"" and ""covered nongovernmental representative.""",false,false,
segment:2297_20,Segment,Segment 20,,,,,,,,,2297,20,"Defines ""critical good"" as essential material impacting U.S. security and infrastructure or emerging technology.",false,false,
segment:2297_21,Segment,Segment 21,,,,,,,,,2297,21,"Defines ""domestic enterprise/manufacturer"" as US businesses handling critical goods. Identifies key ""emerging technologies.""",false,false,
segment:2297_22,Segment,Segment 22,,,,,,,,,2297,22,"Defines ""institution of higher education"" per Higher Education Act, excludes unrelated software in ""manufacture"" term.",false,false,
segment:2297_23,Segment,Segment 23,,,,,,,,,2297,23,"Defines ""resilient critical supply chain"" as sustaining industries during shocks, emphasizing risk management and minimized exposure.",false,false,
segment:2297_24,Segment,Segment 24,,,,,,,,,2297,24,"Defines a ""supply chain shock"" as severe disruptions, including disasters, pandemics, attacks, conflicts, or trade issues.",false,false,
segment:2301_1,Segment,Segment 1,,,,,,,,,2301,1,Prohibits U.S. persons from advancing AI capabilities within the People’s Republic of China.,false,false,
segment:2301_2,Segment,Segment 2,,,,,,,,,2301,2,"Defines key terms such as artificial intelligence, generative AI, Chinese entity of concern, and military-civil fusion strategy.",false,false,
segment:2301_3,Segment,Segment 3,,,,,,,,,2301,3,Defines 'technology' to include hardware and software for AI functions as per the Export Control Reform Act.,false,false,
segment:2301_4,Segment,Segment 4,,,,,,,,,2301,4,Prohibits AI import/export between the US and China; requires Commerce Secretary to issue implementing regulations.,false,false,
segment:2301_5,Segment,Segment 5,,,,,,,,,2301,5,Defines 'artificial intelligence' for a chapter on research and development benefiting the People's Republic of China.,false,false,
segment:2301_6,Segment,Segment 6,,,,,,,,,2301,6,"Defines 'entity of concern,' including Chinese educational, research, and corporate entities, and China's government-related bodies.",false,false,
segment:2301_7,Segment,Segment 7,,,,,,,,,2301,7,"Defines ""generative artificial intelligence"" as an AI system generating novel media based on user prompts.",false,false,
segment:2301_8,Segment,Segment 8,,,,,,,,,2301,8,"Defines ""United States person"" and ""territory"" for purposes related to artificial intelligence regulations.",false,false,
segment:2301_9,Segment,Segment 9,,,,,,,,,2301,9,Prohibits U.S. persons from AI research and development with entities or nationals linked to China.,false,false,
segment:2301_10,Segment,Segment 10,,,,,,,,,2301,10,Prohibits U.S. persons from transferring AI research information related to China or concerned entities.,false,false,
segment:2301_11,Segment,Segment 11,,,,,,,,,2301,11,"Imposes fines and forfeitures on entities and individuals violating section 2742, with specific penalties outlined.",false,false,
segment:2301_12,Segment,Segment 12,,,,,,,,,2301,12,Renders U.S. persons violating section 2742 ineligible for federal assistance and subject to civil penalties and fines.,false,false,
segment:2301_13,Segment,Segment 13,,,,,,,,,2301,13,Amends the Immigration and Nationality Act to include certain offenses related to research for China.,false,false,
segment:2301_14,Segment,Segment 14,,,,,,,,,2301,14,"Requires the Attorney General to enforce regulations prohibiting specific acts under section 2742, United States Code.",false,false,
segment:2301_15,Segment,Segment 15,,,,,,,,,2301,15,"Prohibits U.S. persons from financing Chinese AI entities involved in military, surveillance, or human rights abuses.",false,false,
segment:2304_1,Segment,Segment 1,,,,,,,,,2304,1,Ignore. Lacks provisions related to artificial intelligence.,false,false,
segment:2304_2,Segment,Segment 2,,,,,,,,,2304,2,Allows the Small Business Administration to offer loans for AI-based business software and cloud services.,false,false,
segment:2304_3,Segment,Segment 3,,,,,,,,,2304,3,Ignores artificial intelligence-related information; no AI governance implications presented in the text.,false,false,
segment:2312_1,Segment,Segment 1,,,,,,,,,2312,1,Requires the development of a plan to deploy advanced technologies for enhancing U.S. border security.,false,false,
segment:2312_2,Segment,Segment 2,,,,,,,,,2312,2,"Includes detailed CBP technology assessments, coordination strategies, and plans for emerging technology integration and privacy impacts.",false,false,
segment:2312_3,Segment,Segment 3,,,,,,,,,2312,3,Authorizes CBP to establish teams for researching and integrating advanced technologies for border security operations.,false,false,
segment:2315_1,Segment,Segment 1,,,,,,,,,2315,1,Uses all available authorities to accelerate autonomous agent development for defending against missiles and drones.,false,false,
segment:2320_1,Segment,Segment 1,,,,,,,,,2320,1,"Defines ""technology"" to include artificial intelligence among other goods or services.",false,false,
segment:2320_2,Segment,Segment 2,,,,,,,,,2320,2,"Recognizes the risk of technology exchange channels being exploited, particularly by the People's Republic of China.",false,false,
segment:2320_3,Segment,Segment 3,,,,,,,,,2320,3,Requires the President to control export of covered technology and intellectual property to China within 180 days.,false,false,
segment:2320_4,Segment,Segment 4,,,,,,,,,2320,4,Requires the President to sanction entities for transactions involving critical technology or intellectual property with China.,false,false,
segment:2320_5,Segment,Segment 5,,,,,,,,,2320,5,Authorizes the President to use IEEPA powers for implementation and establishes penalties for violations.,false,false,
segment:2320_6,Segment,Segment 6,,,,,,,,,2320,6,Requires the U.S. Trade Representative to list Chinese AI products supported by or used for rights violations.,false,false,
segment:2321_1,Segment,Segment 1,,,,,,,,,2321,1,Amends the Public Health Service Act to direct drug adherence guideline establishment by the Secretary.,false,false,
